brand,brand_username,post_url,post_date,likes_count,comments_count,caption,hashtags
Prime,drinkprime,https://www.instagram.com/drinkprime/reel/DTx8EQnjIBt/,2026-01-21,172000.0,2159.0,"Value your time? drink prime.
32g of protein per can.
Now available in store and online @vitaminshoppe",
Prime,drinkprime,https://www.instagram.com/drinkprime/reel/DT8Jya-jA2Y/,2026-01-25,41000.0,1532.0,"Protein, done better.

✅ 32g of protein 
✅ 3g of sugar
✅ 160 calories
✅ no carrageenan
✅ 0.5g fat 

All statements are comparing the products depicted in the video.",
Prime,drinkprime,https://www.instagram.com/drinkprime/p/DU6JXgTj_Pz/,2026-02-18,186000.0,1277.0,Make Pain Respect You. UNC & Haddy x PRIME. 💪 Workout drops Sunday.,
Prime,drinkprime,https://www.instagram.com/jessejameswest/reel/DVEV7IJkSAs/,2026-02-22,58000.0,927.0,"What are bros training for?? 

@drinkprime @loganpaul @jessejameswest",
Prime,drinkprime,https://www.instagram.com/loganpaul/reel/DWW3riCiYKj/,2026-03-26,24000.0,488.0,We’ve done it: 32g protein + 3g creatine. Ready when you are @drinkprime,
Prime,drinkprime,https://www.instagram.com/drinkprime/reel/DXKIKM5DCOr/,2026-04-15,32000.0,341.0,@ksi literally had one job 😭❌,
Prime,drinkprime,https://www.instagram.com/ksi/reel/DXZN82ljNDY/,2026-04-21,115000.0,399.0,Creators rating @drinkprime Protein out of 10!,
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DV6qAWwjxKo/,2026-03-15,12000.0,91.0,"Nothing worse than trying to lock in, and your best friend won’t shut up.

#REIGNBodyFuel #TotalBodyFuel #GymreapersWodapalooza","#GymreapersWodapalooza, #REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DV9vTisjwgw/,2026-03-16,577.0,17.0,"Our athletes went to work on the floor and brought the energy to Miami 🤝 

See you at the next @wodapalooza 🌴

#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel, #WZAfuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DWCTXwDDxgD/,2026-03-18,242.0,16.0,"Two weeks. 
Two iconic events. 
One team that REIGNS.

#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/p/DWHKjtIj3eh/,2026-03-20,1076.0,94.0,"Which flavor are you choosing for your Friday workout? 🤔
 
#REIGNBodyFuel #TotalBodyFuel","#2026, #REIGNBodyFuel, #TotalBodyFuel, #TotalBodyMicrophoneFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DWUDax3hT46/,2026-03-24,120.0,3.0,"No shortcuts. No excuses. 

It’s only you vs you out there 💪
 
#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DWZNCe5Dz6Y/,2026-03-27,592.0,9.0,"Once you FUEL 🆙, it’s time to put in that WORK 😤

#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/p/DWrjP9PFHu3/,2026-04-03,324.0,3.0,"FUELING your arm days one 🍊 at a time
 
Who’s getting after the pump today?
 
#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DW4HaBsj18O/,2026-04-08,2708.0,32.0,"Max Weight. Max Focus.
 
@anikhagreer is always pushing past her limits 😤

#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DW9QlDdj1Bv/,2026-04-10,985.0,92.0,"Officially 2 months of Watermelon Sour Gummy 🍉
 
Who has this flavor in their number 1 spot now? 👀
 
#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DXE-jD7hgAi/,2026-04-13,78.0,3.0,"Inside or outside the gym, the work stays the same 😤
 
#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DXaFdipEtWW/,2026-04-21,931.0,9.0,"Grit in every moment. Glory in every milestone 👊
 
 
#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/reel/DXhn-uED3rP/,2026-04-24,491.0,11.0,"Watermelon Sour Gummy → Putting in that WORK 😤

#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/p/DXpByZVm0pN/,2026-04-27,201.0,7.0,"Built on discipline. Powered by focus. 

Drop a 🔥 if training season is every season.

#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
Reign,reignbodyfuel,https://www.instagram.com/reignbodyfuel/p/DXzU6bvCU2n/,2026-05-01,247.0,10.0,"New month. Friday Workout. Perfect combo 😎

#REIGNBodyFuel #TotalBodyFuel","#REIGNBodyFuel, #TotalBodyFuel"
