scheme,cluster,month,rev,units,skus,stores,dist_points,stores_active,price_unitvalue,price_index,matched_share,price_index_a,price_index_b,matched_share_a,matched_share_b,units_a,units_b,disc_rate,disc_txn_rate
size,10 OZ,2022-03,13730.77,7341,7,134,499,14753,1.8704,1.17942,0.9919,1.15145,1.23027,0.9919,0.9919,4763,2578,0.0072,0.0081
size,10 OZ,2022-04,10578.76,6190,7,131,487,14920,1.709,1.21378,0.9887,1.17386,1.2475,0.9887,0.9887,3503,2687,0.0076,0.0084
size,10 OZ,2022-05,14030.15,7284,7,142,508,15116,1.9262,1.19606,0.9859,1.15637,1.24727,0.9859,0.9859,4756,2528,0.0045,0.0051
size,10 OZ,2022-06,13599.13,7169,7,136,507,15419,1.8969,1.18678,0.9844,1.16136,1.21202,0.9844,0.9844,4120,3049,0.005,0.0054
size,10 OZ,2022-07,12662.74,7035,7,133,527,15430,1.8,1.20556,0.9874,1.17772,1.24408,0.9873,0.9874,3727,3308,0.0065,0.0068
size,10 OZ,2022-08,16124.79,8581,7,145,562,15537,1.8791,1.20185,0.9903,1.15098,1.26862,0.9902,0.9903,5034,3547,0.0043,0.0049
size,10 OZ,2022-09,13777.26,7615,7,150,566,15553,1.8092,1.21666,0.9863,1.17435,1.27762,0.9863,0.9863,4371,3244,0.0038,0.0044
size,10 OZ,2022-10,16730.35,8687,7,158,582,15676,1.9259,1.22179,0.9925,1.17224,1.29451,0.9924,0.9925,5655,3032,0.0074,0.0069
size,10 OZ,2022-11,12932.74,6626,6,147,525,15767,1.9518,1.23001,1.0,1.18438,1.29621,1.0,1.0,4265,2361,0.0145,0.0148
size,10 OZ,2022-12,8735.86,4922,6,139,503,15848,1.7749,1.2582,1.0,1.22507,1.29139,1.0,1.0,2652,2270,0.015,0.0168
size,10 OZ,2023-01,11811.08,6023,6,137,501,15667,1.961,1.23639,0.9913,1.18375,1.326,0.9913,0.9913,3914,2109,0.0086,0.0093
size,10 OZ,2023-02,13545.25,6572,5,144,493,15754,2.0611,1.24083,1.0,1.18259,1.34572,1.0,1.0,4427,2145,0.0043,0.0048
size,10 OZ,2023-03,16227.54,7941,6,155,553,15943,2.0435,1.28165,0.995,1.2304,1.3731,1.0,0.995,4916,3025,0.0059,0.0063
size,10 OZ,2023-04,15621.71,7718,6,148,530,16085,2.0241,1.29284,0.9921,1.24777,1.37067,0.9921,0.9921,4617,3101,0.0078,0.0072
size,10 OZ,2023-05,19480.99,8952,7,156,580,16262,2.1762,1.30356,0.9926,1.239,1.43079,0.9926,0.9926,5803,3149,0.0085,0.0092
size,10 OZ,2023-06,15847.16,7409,7,147,544,16311,2.1389,1.32186,0.9901,1.26423,1.40317,0.9901,0.9901,4421,2988,0.0144,0.0152
size,10 OZ,2023-07,16530.82,7466,7,138,511,16296,2.2141,1.3362,0.9896,1.27862,1.42067,0.9896,0.9896,4848,2618,0.0106,0.0118
size,10 OZ,2023-08,14202.68,6387,7,123,479,16348,2.2237,1.34973,0.9904,1.29057,1.44277,0.9904,1.0,4077,2310,0.0136,0.0132
size,10 OZ,2023-09,13231.91,5984,7,116,470,16420,2.2112,1.3519,0.9882,1.28125,1.47368,0.9882,0.9881,3731,2253,0.0172,0.0186
size,10 OZ,2023-10,12905.4,5732,7,115,456,16433,2.2515,1.34535,0.9927,1.29586,1.38935,0.9927,1.0,3654,2078,0.0169,0.0186
size,10 OZ,2023-11,10609.54,4659,7,116,451,16443,2.2772,1.36676,0.9894,1.32111,1.41071,0.9894,0.9894,2844,1815,0.0107,0.011
size,10 OZ,2023-12,12391.39,5217,6,106,414,16565,2.3752,1.32635,1.0,1.29681,1.34958,1.0,1.0,3546,1671,0.0121,0.0127
size,10 OZ,2024-01,10901.26,4514,6,100,367,16410,2.415,1.31824,0.9896,1.26643,1.39046,0.9896,0.9896,3207,1307,0.0115,0.0122
size,10 OZ,2024-02,9347.63,4226,7,98,405,16513,2.2119,1.33685,0.9907,1.29377,1.40175,1.0,0.9907,2635,1591,0.0154,0.0159
size,10 OZ,2024-03,9728.0,4513,6,110,426,16734,2.1556,1.35772,1.0,1.35134,1.36919,1.0,1.0,2644,1869,0.012,0.0126
size,10 OZ,2024-04,9819.52,4549,6,105,422,16783,2.1586,1.36282,1.0,1.34295,1.40856,1.0,1.0,2873,1676,0.0169,0.0183
size,10 OZ,2024-05,10850.75,5025,7,111,434,17009,2.1594,1.36878,0.9926,1.32663,1.46947,0.9926,1.0,2998,2027,0.0165,0.0167
size,10 OZ,2024-06,9999.47,4799,6,112,429,17143,2.0837,1.36336,1.0,1.34298,1.39525,1.0,1.0,2982,1817,0.0131,0.0135
size,10 OZ,2024-07,10184.11,4685,7,116,438,17163,2.1738,1.35946,0.9901,1.32189,1.42689,0.9901,0.99,2985,1700,0.0124,0.013
size,10 OZ,2024-08,11210.38,5010,7,108,425,17126,2.2376,1.35162,0.9896,1.31778,1.40978,0.9896,1.0,3207,1803,0.0114,0.0126
size,10 OZ,2024-09,11272.52,4918,6,104,412,17200,2.2921,1.33741,1.0,1.28095,1.4323,1.0,1.0,3247,1671,0.0201,0.0203
size,10 OZ,2024-10,9643.6,4204,7,107,426,17368,2.2939,1.38819,0.9754,1.34154,1.46822,0.9754,0.9754,2564,1640,0.0174,0.0175
size,10 OZ,2024-11,8884.25,3864,7,93,396,17969,2.2992,1.36637,0.9754,1.32803,1.42134,0.9754,0.9754,2576,1288,0.0168,0.0176
size,10 OZ,2024-12,9771.29,4171,7,95,372,17998,2.3427,1.36428,0.9879,1.30133,1.47191,0.9879,0.9879,3012,1159,0.0101,0.011
size,10 OZ,2025-01,8357.08,3593,7,97,368,18098,2.3259,1.35787,0.9834,1.27906,1.5091,0.9834,0.9834,2614,979,0.0131,0.0141
size,10 OZ,2025-02,9068.22,4095,6,110,407,18195,2.2145,1.35859,0.9864,1.28459,1.50508,0.9864,0.9864,2848,1247,0.0115,0.0126
size,10 OZ,2025-03,12932.64,5832,6,123,461,18342,2.2175,1.36618,0.99,1.29724,1.50039,0.99,0.99,4006,1826,0.0142,0.0143
size,10 OZ,2025-04,13512.0,6062,6,129,499,18651,2.229,1.37132,0.9926,1.29961,1.51978,0.9926,0.9926,4236,1826,0.0122,0.0132
size,10 OZ,2025-05,11569.9,5485,7,141,546,18791,2.1094,1.39031,0.9886,1.35007,1.48741,0.9886,0.9885,3731,1754,0.0102,0.0107
size,10 OZ,2025-06,11144.42,5376,6,149,557,18897,2.073,1.40563,0.9898,1.37109,1.47816,0.9898,0.9898,3760,1616,0.0312,0.0288
size,10 OZ,2025-07,11037.14,5397,7,151,548,19270,2.0451,1.37102,0.9869,1.32884,1.45141,0.9869,0.9869,3592,1805,0.0208,0.0179
size,10 OZ,2025-08,13557.46,6234,7,151,557,19396,2.1748,1.38035,0.9944,1.33708,1.45954,1.0,0.9944,4252,1982,0.0095,0.0097
size,10 OZ,2025-09,11725.03,5363,6,137,527,19610,2.1863,1.38822,1.0,1.33565,1.50384,1.0,1.0,3694,1669,0.0078,0.0086
size,10 OZ,2025-10,10148.73,4725,6,135,502,19538,2.1479,1.37578,1.0,1.32451,1.4679,1.0,1.0,3148,1577,0.0144,0.0163
size,10 OZ,2025-11,10251.57,4592,5,135,495,19953,2.2325,1.36893,1.0,1.31766,1.47019,1.0,1.0,3245,1347,0.0113,0.0128
size,10 OZ,2025-12,10398.27,4579,6,136,511,20022,2.2709,1.34952,1.0,1.31023,1.43143,1.0,1.0,3151,1428,0.0072,0.0083
size,10.5 OZ,2019-01,1794.27,758,2,48,91,5148,2.3671,1.05262,1.0,1.02161,1.07386,1.0,1.0,375,383,0.004,0.0028
size,10.5 OZ,2019-02,1521.14,641,2,48,86,5939,2.3731,1.05936,1.0,1.02411,1.08545,1.0,1.0,268,373,0.0078,0.0032
size,10.5 OZ,2019-03,1495.26,639,2,40,78,6749,2.34,1.04023,1.0,1.00939,1.06108,1.0,1.0,274,365,0.0016,0.0017
size,10.5 OZ,2019-04,1028.42,439,2,31,61,7282,2.3426,1.04327,1.0,1.00336,1.07193,1.0,1.0,200,239,0.0,0.0
size,10.5 OZ,2019-05,962.26,413,2,28,54,7913,2.3299,1.0352,1.0,1.01431,1.04723,1.0,1.0,196,217,0.0048,0.005
size,10.5 OZ,2019-06,851.38,369,2,26,48,8486,2.3073,1.02557,1.0,1.01102,1.03501,1.0,1.0,159,210,0.0108,0.0114
size,10.5 OZ,2019-07,495.36,214,2,24,40,9021,2.3148,1.03235,1.0,1.00899,1.05232,1.0,1.0,97,117,0.0,0.0
size,10.5 OZ,2019-08,487.32,214,2,18,34,9456,2.2772,1.01318,1.0,1.02063,1.01793,1.0,1.0,66,148,0.0093,0.0101
size,10.5 OZ,2019-09,515.2,257,2,21,32,9882,2.0047,0.89869,1.0,0.95001,0.9138,1.0,1.0,90,167,0.0,0.0
size,10.5 OZ,2019-10,345.56,174,2,20,27,10296,1.986,0.89953,1.0,0.83212,0.90653,1.0,1.0,56,118,0.0,0.0
size,10.5 OZ,2019-11,326.05,160,2,20,27,10820,2.0378,0.93003,1.0,0.88657,0.93811,1.0,1.0,58,102,0.0375,0.0272
size,10.5 OZ,2019-12,265.12,213,1,15,15,11318,1.2447,0.58081,1.0,0.93699,0.56138,1.0,1.0,17,196,0.0,0.0
size,10.5 OZ,2020-01,206.3,120,2,17,23,11799,1.7192,0.82934,1.0,0.88608,0.79779,1.0,1.0,28,92,0.0167,0.0096
size,10.5 OZ,2020-02,168.82,131,1,12,12,12202,1.2887,0.60134,1.0,0.8597,0.52641,1.0,1.0,30,101,0.0,0.0
size,10.5 OZ,2020-03,199.98,143,2,13,22,12679,1.3985,0.63355,1.0,0.88503,0.59932,1.0,1.0,20,123,0.0,0.0
size,10.5 OZ,2020-04,55.72,28,1,3,3,12904,1.99,0.85922,1.0,0.84458,,1.0,0.0,16,12,0.0,0.0
size,10.5 OZ,2020-05,171.49,103,1,12,12,13132,1.665,0.77691,1.0,0.90222,0.75414,1.0,1.0,21,82,0.4951,0.2464
size,10.5 OZ,2020-06,142.6,83,1,14,14,13369,1.7181,0.8017,1.0,0.82306,0.80275,1.0,1.0,21,62,0.1687,0.087
size,10.5 OZ,2020-07,165.83,91,1,12,12,13502,1.8223,0.85034,1.0,0.85672,0.78133,1.0,1.0,59,32,0.022,0.0227
size,10.5 OZ,2020-08,58.52,26,1,8,8,13515,2.2508,1.05027,1.0,1.06175,,1.0,0.0,19,7,0.0,0.0
size,10.5 OZ,2020-09,92.15,46,1,10,10,13545,2.0033,0.93478,1.0,0.95298,0.87341,1.0,1.0,26,20,0.087,0.0976
size,10.5 OZ,2020-10,69.21,39,1,8,8,13548,1.7746,0.82808,1.0,0.82024,0.82245,1.0,1.0,18,21,0.0513,0.0526
size,10.5 OZ,2021-06,44.62,25,1,1,1,13617,1.7848,0.77062,1.0,,0.78176,0.0,1.0,0,25,0.0,0.0
size,105 OZ,2019-01,371.94,157,1,38,38,5148,2.369,1.00965,1.0,0.98833,1.02767,1.0,1.0,70,87,0.0255,0.0265
size,105 OZ,2019-02,311.71,131,1,37,37,5939,2.3795,1.01409,1.0,1.01499,1.01407,1.0,1.0,56,75,0.0,0.0
size,105 OZ,2019-03,355.46,154,1,38,38,6749,2.3082,0.98371,1.0,0.97249,0.99267,1.0,1.0,66,88,0.0,0.0
size,105 OZ,2019-04,185.49,83,1,24,24,7282,2.2348,0.95244,1.0,1.01257,0.90573,1.0,1.0,37,46,0.0,0.0
size,105 OZ,2019-05,196.75,83,1,25,25,7913,2.3705,1.01026,1.0,1.01576,1.00606,1.0,1.0,24,59,0.0723,0.0625
size,105 OZ,2019-06,179.04,76,1,20,20,8486,2.3558,1.004,1.0,0.96637,1.01491,1.0,1.0,20,56,0.0,0.0
size,105 OZ,2019-07,200.16,84,1,21,21,9021,2.3829,1.01553,1.0,1.00031,1.03213,1.0,1.0,41,43,0.0238,0.012
size,105 OZ,2019-08,159.75,67,1,23,23,9456,2.3843,1.01616,1.0,1.0327,1.00108,1.0,1.0,36,31,0.0,0.0
size,105 OZ,2019-09,128.96,56,1,17,17,9882,2.3029,0.98144,1.0,1.00323,0.96596,1.0,1.0,24,32,0.0536,0.0204
size,105 OZ,2019-11,60.05,25,1,12,12,10820,2.402,1.02369,1.0,1.02364,,1.0,0.0,15,10,0.04,0.0435
size,105 OZ,2020-05,51.38,26,1,8,8,13132,1.9762,0.8422,1.0,,0.71206,0.0,1.0,11,15,0.0,0.0
size,105 OZ,2020-06,87.97,43,1,13,13,13369,2.0458,0.87189,1.0,0.99729,0.70481,1.0,1.0,25,18,0.0,0.0
size,11 OZ,2019-01,1487.79,1497,1,77,77,5148,0.9938,1.00301,1.0,1.00589,1.00006,1.0,1.0,757,740,0.0,0.0
size,11 OZ,2019-02,1464.37,1476,1,87,87,5939,0.9921,1.00127,1.0,1.00284,0.99983,1.0,1.0,705,771,0.0,0.0
size,11 OZ,2019-03,1895.68,1911,1,98,98,6749,0.992,1.00113,1.0,1.00239,0.99978,1.0,1.0,986,925,0.0,0.0
size,11 OZ,2019-04,2152.28,2168,1,110,110,7282,0.9927,1.0019,1.0,1.00147,1.00231,1.0,1.0,1036,1132,0.0,0.0
size,11 OZ,2019-05,2282.05,2301,1,115,115,7913,0.9918,1.00091,1.0,1.00107,1.0008,1.0,1.0,1036,1265,0.0004,0.0006
size,11 OZ,2019-06,2248.78,2268,1,130,130,8486,0.9915,1.00067,1.0,1.00118,1.00019,1.0,1.0,1105,1163,0.0,0.0
size,11 OZ,2019-07,2423.14,2446,1,138,138,9021,0.9907,0.99979,1.0,1.0007,0.99899,1.0,1.0,1147,1299,0.0012,0.0015
size,11 OZ,2019-08,2744.64,2778,1,143,143,9456,0.988,0.9971,1.0,0.99376,1.00005,1.0,1.0,1301,1477,0.0007,0.0009
size,11 OZ,2019-09,2584.7,2614,1,149,149,9882,0.9888,0.99791,1.0,0.99715,0.99863,1.0,1.0,1267,1347,0.0011,0.0014
size,11 OZ,2019-10,2744.85,2774,1,148,148,10296,0.9895,0.99862,1.0,0.99806,0.99919,1.0,1.0,1410,1364,0.0007,0.0009
size,11 OZ,2019-11,2647.43,2670,1,155,155,10820,0.9915,1.00069,1.0,1.00074,1.00061,1.0,1.0,1466,1204,0.0015,0.0018
size,11 OZ,2019-12,2645.36,2670,1,160,160,11318,0.9908,0.99991,1.0,0.99988,0.99994,1.0,1.0,1322,1348,0.0015,0.0018
size,11 OZ,2020-01,2668.53,2702,1,167,167,11799,0.9876,0.99672,1.0,0.99574,0.99777,1.0,1.0,1404,1298,0.0004,0.0004
size,11 OZ,2020-02,2619.39,2644,1,161,161,12202,0.9907,0.99983,1.0,0.99927,1.00037,1.0,1.0,1304,1340,0.0004,0.0005
size,11 OZ,2020-03,2836.8,2860,1,173,173,12679,0.9919,1.00103,1.0,1.00148,1.0005,1.0,1.0,1531,1329,0.0,0.0
size,11 OZ,2020-04,2277.53,2298,1,161,161,12904,0.9911,1.00023,1.0,1.0001,1.00036,1.0,1.0,1208,1090,0.0013,0.0017
size,11 OZ,2020-05,2609.22,2641,1,169,169,13132,0.988,0.99708,1.0,1.00076,0.99367,1.0,1.0,1270,1371,0.0008,0.001
size,11 OZ,2020-06,2452.2,2472,1,155,155,13369,0.992,1.00114,1.0,1.00366,0.99909,1.0,1.0,1112,1360,0.0012,0.0016
size,11 OZ,2020-07,2445.9,2464,1,162,162,13502,0.9927,1.00181,1.0,1.00318,1.00049,1.0,1.0,1205,1259,0.0004,0.0005
size,11 OZ,2020-08,2602.48,2624,1,162,162,13515,0.9918,1.00094,1.0,1.00134,1.00054,1.0,1.0,1317,1307,0.0011,0.0014
size,11 OZ,2020-09,2451.68,2477,1,155,155,13545,0.9898,0.9989,1.0,1.00191,0.99585,1.0,1.0,1249,1228,0.0016,0.0005
size,11 OZ,2020-10,2710.83,2731,1,156,156,13548,0.9926,1.00177,1.0,1.00134,1.00218,1.0,1.0,1350,1381,0.0,0.0
size,11 OZ,2020-11,2331.82,2351,1,164,164,13486,0.9918,1.00099,1.0,1.00091,1.00106,1.0,1.0,1089,1262,0.0004,0.0005
size,11 OZ,2020-12,2306.14,2327,1,158,158,13606,0.991,1.00017,1.0,1.00139,0.99902,1.0,1.0,1133,1194,0.0021,0.0028
size,11 OZ,2021-01,2367.34,2389,1,157,157,13565,0.9909,1.00007,1.0,0.99805,1.00188,1.0,1.0,1125,1264,0.0013,0.0015
size,11 OZ,2021-02,2151.0,2169,1,160,160,13620,0.9917,1.00085,1.0,0.99891,1.00254,1.0,1.0,1011,1158,0.0005,0.0006
size,11 OZ,2021-03,2793.33,2822,1,164,164,13673,0.9898,0.99897,1.0,0.99916,0.99878,1.0,1.0,1385,1437,0.0021,0.0022
size,11 OZ,2021-04,2448.7,2467,1,158,158,13644,0.9926,1.00173,1.0,0.99787,1.00535,1.0,1.0,1191,1276,0.0004,0.0005
size,11 OZ,2021-05,2573.73,2595,1,168,168,13646,0.9918,1.00095,1.0,0.99986,1.0019,1.0,1.0,1201,1394,0.0019,0.0025
size,11 OZ,2021-06,2572.54,2593,1,172,172,13617,0.9921,1.00126,1.0,0.9985,1.00362,1.0,1.0,1193,1400,0.0015,0.0019
size,11 OZ,2021-07,2741.3,2760,1,172,172,13586,0.9932,1.00238,1.0,1.00463,1.0003,1.0,1.0,1328,1432,0.0043,0.0054
size,11 OZ,2021-08,3025.92,3050,1,175,175,13716,0.9921,1.00125,1.0,0.99874,1.00376,1.0,1.0,1526,1524,0.0157,0.0198
size,11 OZ,2021-09,2961.12,2984,1,175,175,13646,0.9923,1.00148,1.0,1.00238,1.0007,1.0,1.0,1405,1579,0.0107,0.0133
size,11 OZ,2021-10,2781.88,2802,1,181,181,13645,0.9928,1.00197,1.0,1.00104,1.00283,1.0,1.0,1333,1469,0.025,0.0319
size,11 OZ,2021-11,2743.28,2753,1,179,179,13706,0.9965,1.00566,1.0,1.0034,1.0073,1.0,1.0,1149,1604,0.0203,0.0215
size,11 OZ,2021-12,2758.99,2776,1,179,179,13811,0.9939,1.00304,1.0,1.00338,1.0028,1.0,1.0,1201,1575,0.0133,0.0167
size,11 OZ,2022-01,2575.07,2593,1,177,177,14035,0.9931,1.00224,1.0,1.00837,0.99719,1.0,1.0,1173,1420,0.015,0.018
size,11 OZ,2022-02,2516.93,2568,1,172,172,14220,0.9801,0.98915,1.0,1.00035,0.97958,1.0,1.0,1184,1384,0.0105,0.0131
size,11 OZ,2022-03,2948.01,2982,1,176,176,14753,0.9886,0.99772,1.0,0.99889,0.99667,1.0,1.0,1414,1568,0.0148,0.0181
size,11 OZ,2022-04,3021.31,3050,1,179,179,14920,0.9906,0.99973,1.0,1.00211,0.99771,1.0,1.0,1401,1649,0.0144,0.0175
size,11 OZ,2022-05,3397.31,3426,1,189,189,15116,0.9916,1.00077,1.0,1.00104,1.00051,1.0,1.0,1699,1727,0.0085,0.0105
size,11 OZ,2022-06,3362.62,3387,1,186,186,15419,0.9928,1.00196,1.0,1.00431,0.99965,1.0,1.0,1677,1710,0.0077,0.0095
size,11 OZ,2022-07,3380.04,3430,1,184,184,15430,0.9854,0.99452,1.0,1.0013,0.98814,1.0,1.0,1664,1766,0.0073,0.0087
size,11 OZ,2022-08,3882.7,3917,1,189,189,15537,0.9912,1.00038,1.0,1.00046,1.0003,1.0,1.0,1967,1950,0.0125,0.015
size,11 OZ,2022-09,3223.25,3244,1,178,178,15553,0.9936,1.00277,1.0,1.00325,1.00225,1.0,1.0,1662,1582,0.0105,0.0128
size,11 OZ,2022-10,3207.92,3227,1,176,176,15676,0.9941,1.00325,1.0,1.00159,1.00505,1.0,1.0,1684,1543,0.0205,0.0235
size,11 OZ,2022-11,2770.83,2794,1,157,157,15767,0.9917,1.00085,1.0,1.00114,1.00042,1.0,1.0,1598,1196,0.0165,0.0192
size,11 OZ,2022-12,2786.38,2796,1,159,159,15848,0.9966,1.00575,1.0,1.01123,0.99904,1.0,1.0,1536,1260,0.019,0.0227
size,11 OZ,2023-01,2790.49,2821,1,158,158,15667,0.9892,0.99831,1.0,0.9963,1.00032,1.0,1.0,1417,1404,0.006,0.007
size,11 OZ,2023-02,2518.01,2538,1,157,157,15754,0.9921,1.00127,1.0,0.99891,1.00373,1.0,1.0,1297,1241,0.0102,0.0123
size,11 OZ,2023-03,2982.22,3022,1,153,153,15943,0.9868,0.99594,1.0,0.99192,0.99998,1.0,1.0,1518,1504,0.0063,0.0076
size,11 OZ,2023-04,3025.43,3036,1,155,155,16085,0.9965,1.00571,1.0,0.99248,1.01969,1.0,1.0,1560,1476,0.0105,0.0111
size,11 OZ,2023-05,3006.9,3008,1,151,151,16262,0.9996,1.00885,1.0,0.99365,1.02403,1.0,1.0,1503,1505,0.015,0.0168
size,11 OZ,2023-06,1637.52,1611,1,132,132,16311,1.0165,1.02583,1.0,0.99962,1.05221,1.0,1.0,808,803,0.059,0.0654
size,11 OZ,2023-07,2706.31,2684,1,143,143,16296,1.0083,1.01761,1.0,1.00088,1.03249,1.0,1.0,1263,1421,0.0466,0.0536
size,11 OZ,2023-08,3077.59,3081,1,141,141,16348,0.9989,1.0081,1.0,0.99972,1.0159,1.0,1.0,1484,1597,0.0234,0.0252
size,11 OZ,2023-09,2697.32,2707,1,145,145,16420,0.9964,1.00561,1.0,0.99965,1.01017,1.0,1.0,1169,1538,0.0185,0.0216
size,11 OZ,2023-10,2810.34,2811,1,143,143,16433,0.9998,1.00898,1.0,0.99948,1.01757,1.0,1.0,1334,1477,0.0256,0.0267
size,11 OZ,2023-11,2429.74,2431,1,144,144,16443,0.9995,1.0087,1.0,0.99928,1.01788,1.0,1.0,1200,1231,0.0218,0.0254
size,11 OZ,2023-12,2411.4,2418,1,141,141,16565,0.9973,1.00647,1.0,0.99958,1.01392,1.0,1.0,1257,1161,0.019,0.022
size,11 OZ,2024-01,2518.66,2518,1,143,143,16410,1.0003,1.00949,1.0,1.00161,1.01779,1.0,1.0,1293,1225,0.0111,0.0133
size,11 OZ,2024-02,2520.04,2517,1,152,152,16513,1.0012,1.01044,1.0,0.99959,1.02266,1.0,1.0,1334,1183,0.0159,0.0188
size,11 OZ,2024-03,2839.09,2845,1,161,161,16734,0.9979,1.00712,1.0,1.00273,1.01233,1.0,1.0,1546,1299,0.019,0.0215
size,11 OZ,2024-04,2715.8,2726,1,163,163,16783,0.9963,1.00544,1.0,1.00057,1.01172,1.0,1.0,1538,1188,0.0279,0.0292
size,11 OZ,2024-05,3133.07,3143,1,177,177,17009,0.9968,1.00603,1.0,1.00231,1.01031,1.0,1.0,1684,1459,0.0258,0.0283
size,11 OZ,2024-06,2913.86,2908,1,183,183,17143,1.002,1.01125,1.0,1.00457,1.0199,1.0,1.0,1642,1266,0.0144,0.0168
size,11 OZ,2024-07,2929.79,2931,1,166,166,17163,0.9996,1.0088,1.0,1.00002,1.0204,1.0,1.0,1670,1261,0.0191,0.0209
size,11 OZ,2024-08,2932.28,2936,1,173,173,17126,0.9987,1.00794,1.0,1.00061,1.01564,1.0,1.0,1504,1432,0.0143,0.0155
size,11 OZ,2024-09,2971.85,2978,1,153,153,17200,0.9979,1.00714,1.0,1.00084,1.01418,1.0,1.0,1574,1404,0.0087,0.0101
size,11 OZ,2024-10,2635.91,2639,1,159,159,17368,0.9988,1.00804,1.0,1.00098,1.01644,1.0,1.0,1436,1203,0.0121,0.0134
size,11 OZ,2024-11,2831.93,2833,1,170,170,17969,0.9996,1.00884,1.0,1.00162,1.01805,1.0,1.0,1590,1243,0.0088,0.0105
size,11 OZ,2024-12,2794.06,2797,1,168,168,17998,0.9989,1.00816,1.0,1.00217,1.01554,1.0,1.0,1546,1251,0.0143,0.0177
size,11 OZ,2025-01,2854.82,2784,2,171,182,18098,1.0254,1.00483,0.9612,1.00111,1.00943,1.0,0.9612,1541,1243,0.0133,0.0157
size,11 OZ,2025-02,3034.4,2864,2,184,203,18195,1.0595,1.00072,0.9156,1.00108,1.0003,0.9156,0.9156,1526,1338,0.0157,0.0185
size,11 OZ,2025-03,3459.53,3154,2,180,216,18342,1.0969,1.00051,0.8743,1.00001,1.00113,0.8743,0.8743,1804,1350,0.0124,0.0145
size,11 OZ,2025-04,3947.92,3371,2,175,225,18651,1.1711,0.99961,0.7996,1.00058,0.99816,0.7996,0.7996,1990,1381,0.0157,0.0172
size,11 OZ,2025-05,4437.87,3543,2,165,240,18791,1.2526,0.99956,0.7296,0.99942,0.99972,0.7296,0.7296,2110,1433,0.0141,0.0159
size,11 OZ,2025-06,5165.53,3305,2,173,304,18897,1.5629,1.00029,0.5355,1.00022,1.00033,0.5355,0.5355,1988,1317,0.0148,0.0162
size,11 OZ,2025-07,6073.55,3799,2,176,350,19270,1.5987,0.99921,0.5182,0.99976,0.99841,0.5182,0.5182,2162,1637,0.0182,0.0205
size,11 OZ,2025-08,6153.68,3894,2,178,347,19396,1.5803,1.00074,0.5276,1.00281,0.99775,0.5276,0.5276,2261,1633,0.0157,0.0173
size,11 OZ,2025-09,6794.54,7327,2,194,367,19610,0.9273,1.0009,0.4642,1.0025,0.99873,0.4642,0.4642,2311,5016,0.01,0.0158
size,11 OZ,2025-10,6918.72,6943,2,202,384,19538,0.9965,1.00119,0.4726,1.00448,0.99734,0.4726,0.4726,2480,4463,0.0105,0.0142
size,11 OZ,2025-11,5531.25,5753,2,175,345,19953,0.9615,1.00185,0.5034,1.00358,0.99984,0.5034,0.5034,3014,2739,0.0106,0.0145
size,11 OZ,2025-12,5138.73,5373,2,169,317,20022,0.9564,1.00145,0.5349,1.00224,1.00055,0.5349,0.5349,2582,2791,0.0121,0.0156
size,11.5 OZ,2019-07,283.54,106,3,18,50,9021,2.6749,1.10014,1.0,1.03453,1.15058,1.0,1.0,47,59,0.0755,0.0762
size,11.5 OZ,2019-08,393.14,164,3,25,60,9456,2.3972,0.983,1.0,0.99339,0.88635,1.0,1.0,114,50,0.0244,0.0196
size,11.5 OZ,2019-09,139.2,57,2,16,30,9882,2.4421,1.01462,1.0,1.02212,0.93054,1.0,1.0,35,22,0.0,0.0
size,11.5 OZ,2019-10,247.46,106,3,17,46,10296,2.3345,0.95906,1.0,0.99558,,1.0,0.0,76,30,0.0189,0.0194
size,11.5 OZ,2019-11,61.42,28,1,13,13,10820,2.1936,0.91582,1.0,0.98691,0.85632,1.0,1.0,13,15,0.0,0.0
size,11.5 OZ,2019-12,80.49,34,1,16,16,11318,2.3674,0.98838,1.0,1.01688,0.8922,1.0,1.0,21,13,0.0588,0.0588
size,11.5 OZ,2020-02,233.21,92,3,19,42,12202,2.5349,1.03492,1.0,0.99783,1.06786,1.0,1.0,41,51,0.2283,0.1609
size,11.5 OZ,2020-03,385.16,152,3,26,64,12679,2.5339,1.03247,1.0,0.98107,1.06215,1.0,1.0,105,47,0.0658,0.0634
size,11.5 OZ,2020-04,429.37,168,3,24,70,12904,2.5558,1.04322,1.0,1.0081,1.04492,1.0,1.0,120,48,0.0655,0.0692
size,11.5 OZ,2020-05,1708.66,606,3,63,154,13132,2.8196,1.15041,1.0,1.11277,1.14976,1.0,1.0,434,172,0.0957,0.0996
size,11.5 OZ,2020-06,2112.4,732,3,67,158,13369,2.8858,1.17493,1.0,1.13747,1.19253,1.0,1.0,401,331,0.1749,0.1683
size,11.5 OZ,2020-07,1998.04,701,3,67,158,13502,2.8503,1.15955,1.0,1.10546,1.1995,1.0,1.0,390,311,0.0371,0.0301
size,11.5 OZ,2020-08,1884.06,663,3,64,164,13515,2.8417,1.15964,1.0,1.11605,1.18647,1.0,1.0,379,284,0.0241,0.0225
size,11.5 OZ,2020-09,1791.59,621,3,63,150,13545,2.885,1.17682,1.0,1.10785,1.23819,1.0,1.0,334,287,0.0193,0.0138
